mbfc__Affiliation__c,adpdx_Archdiocesan_Assignment__c,mbfc__Duty_Load__c,mbfc__Start_Date__c,mbfc__Completion_Date__c,mbfc__Category__c,mbfc__Use_Custom_Title__c,mbfc__Custom_Title__c,mbfc__Context__c,mbfc__Person__c,Archdpdx_Migration_Id__c,Archdpdx_Job_Id__c
Chaplain,True,,2012-04-24,,Pastoral Assignment,True,Chaplain,001Ps00000l54fuIAA,003Ps00000frlWMIAY,450,156
Chaplain,True,,,2019-04-12,Pastoral Assignment,True,Chaplain,001Ps00000l54fuIAA,,449,156
Director of Pastoral Care,True,,,2019-12-31,Any All,True,Director of Pastoral Care,001Ps00000l54fuIAA,003Ps00000frjn1IAA,448,156
"Coordinator, Institute Catholic Life and Leadership",False,,,2020-07-03,Any All,True,"Coordinator, Institute Catholic Life and Leadership",001Ps00000l54frIAA,003Ps00000frjrUIAQ,447,156
President-Rector,False,,2012-07-01,2024-06-30,Any All,True,President-Rector,001Ps00000l5eDgIAI,003Ps00000frkNXIAY,443,156
Director of Student Services,False,,,2021-06-30,Any All,True,Director of Student Services,001Ps00000l5eDgIAI,003Ps00000frkj6IAA,442,156
Vice Rector of the College,False,,,2021-07-01,Any All,True,Vice Rector of the College,001Ps00000l5eDgIAI,,440,156
Vice President of Administration and Director of Pastoral Formation,False,,,2021-07-01,Any All,True,Vice President of Administration and Director of Pastoral Formation,001Ps00000l5eDgIAI,003Ps00000frjGtIAI,439,156
Vice Rector of Theology and Director of Human Form,False,,,2021-07-01,Any All,True,Vice Rector of Theology and Director of Human Form,001Ps00000l5eDgIAI,003Ps00000frkDAIAY,438,156
Vice President of Academics and Academic Dean,False,,,2018-07-01,Any All,True,Vice President of Academics and Academic Dean,001Ps00000l5eDgIAI,003Ps00000frjmsIAA,437,156
Administrative Assistant,False,,,2019-06-30,Any All,True,Administrative Assistant,001Ps00000l54frIAA,003Ps00000frjkiIAA,434,156
Chief Administrative Officer,False,,,,Any All,True,Chief Administrative Officer,001Ps00000l54frIAA,003Ps00000frjP6IAI,433,156
Office Manager,False,,,,Any All,True,Office Manager,001Ps00000l54frIAA,003Ps00000frkYQIAY,432,156
Administrative Assistant,False,,,2018-09-01,Any All,True,Administrative Assistant,001Ps00000l54frIAA,003Ps00000frjp6IAA,431,156
"Director, Child Protection and Victim Assistance",False,,,,Any All,True,"Director, Child Protection and Victim Assistance",001Ps00000l54frIAA,003Ps00000frjiXIAQ,430,156
Support Services Manager,False,,,2025-02-09,Any All,True,Support Services Manager,001Ps00000l54frIAA,003Ps00000frji8IAA,429,156
Chancellor,False,,2018-01-01,,Any All,True,Chancellor,001Ps00000l54frIAA,003Ps00000frjhtIAA,428,156
Director of Accounting,False,,,,Any All,True,Director of Accounting,001Ps00000l54frIAA,003Ps00000frkjSIAQ,427,156
"Director, Communications",False,,,2020-08-31,Any All,True,"Director, Communications",001Ps00000l54frIAA,003Ps00000frkjHIAQ,426,156
"Director, Catechesis and Faith Formation",False,,,2023-07-17,Any All,True,"Director, Catechesis and Faith Formation",001Ps00000l54frIAA,003Ps00000frkgVIAQ,425,156
Office Administrator,False,,,2018-05-01,Any All,True,Office Administrator,001Ps00000l54frIAA,003Ps00000frjpWIAQ,424,156
Office Manager,False,,,,Any All,True,Office Manager,001Ps00000l54frIAA,003Ps00000frkNWIAY,423,156
"Director, Marriage, Family, and Youth",False,,,2024-06-28,Any All,True,"Director, Marriage, Family, and Youth",001Ps00000l54frIAA,003Ps00000frkpiIAA,422,156
Accountant,False,,,2022-05-18,Any All,True,Accountant,001Ps00000l54frIAA,003Ps00000frkmvIAA,421,156
Office Administrator,False,,,2017-07-01,Any All,True,Office Administrator,001Ps00000l54frIAA,003Ps00000frjzfIAA,420,156
Human Resources Analyst,False,,,2019-08-01,Any All,True,Human Resources Analyst,001Ps00000l54frIAA,003Ps00000frjzJIAQ,419,156
Special Ministries and OCC,False,,,2024-10-18,Any All,True,Special Ministries and OCC,001Ps00000l54frIAA,003Ps00000frjmAIAQ,417,156
Creative Director,False,,,2019-02-19,Any All,True,Creative Director,001Ps00000l54frIAA,003Ps00000frjm5IAA,416,156
Director of FInance,False,,,2025-06-30,Any All,True,Director of FInance,001Ps00000l54frIAA,003Ps00000frkreIAA,415,156
Administrative Assistant,False,,,2022-06-28,Any All,True,Administrative Assistant,001Ps00000l54frIAA,003Ps00000frkOPIAY,414,156
Executive Assistant,False,,,2025-02-06,Any All,True,Executive Assistant,001Ps00000l54frIAA,003Ps00000frknPIAQ,413,156
OCC Volunteer,False,,,2020-03-15,Any All,True,OCC Volunteer,001Ps00000l54frIAA,003Ps00000frjvaIAA,412,156
Director of Pro-Life Ministries,True,,2016-07-01,2023-09-30,Any All,True,Director of Pro-Life Ministries,001Ps00000l54fyIAA,003Ps00000frjpPIAQ,411,156
Deacon,True,,1993-11-05,,Pastoral Assignment,True,Deacon,001Ps00000l54h8IAA,003Ps00000frkXvIAI,406,156
Deacon,True,,1993-11-05,,Pastoral Assignment,True,Deacon,001Ps00000l5CUmIAM,003Ps00000frkXvIAI,405,156
Deacon,True,,2013-10-26,,Pastoral Assignment,True,Deacon,001Ps00000l54hFIAQ,003Ps00000frjheIAA,403,156
Deacon,True,,2013-10-26,,Pastoral Assignment,True,Deacon,001Ps00000l54hIIAQ,003Ps00000frjheIAA,402,156
Deacon,True,,2013-10-26,,Pastoral Assignment,True,Deacon,001Ps00000l54h9IAA,003Ps00000frjheIAA,401,156
Parochial Vicar,True,,2018-04-08,2020-04-01,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CTzIAM,003Ps00000frkriIAA,400,156
Special Assignment,True,,2018-02-14,2018-06-30,Any All,True,Special Assignment,001Ps00000l54frIAA,003Ps00000frloiIAA,399,156
Deacon,True,,2016-07-01,2018-06-30,Pastoral Assignment,True,Deacon,001Ps00000l54hJIAQ,003Ps00000frkgOIAQ,395,156
Auxiliary Bishop,True,,1977-12-06,2012-11-25,Any All,True,Auxiliary Bishop,001Ps00000l54frIAA,003Ps00000frk7iIAA,393,156
Archbishop,True,,1997-10-28,2013-04-02,Any All,True,Archbishop,001Ps00000l54frIAA,003Ps00000frkleIAA,392,156
Archbishop Emeritus,True,,2013-04-02,,Any All,True,Archbishop Emeritus,001Ps00000l54frIAA,003Ps00000frkleIAA,391,156
Director of Continuing Education,True,,,2018-06-30,Any All,True,Director of Continuing Education,001Ps00000l54fyIAA,003Ps00000frklyIAA,390,156
Adjutant Judicial Vicar,True,,2009-07-01,,Any All,True,Adjutant Judicial Vicar,001Ps00000l54frIAA,003Ps00000frjjJIAQ,389,156
Diaconate Office,True,,,2018-07-01,Any All,True,Diaconate Office,001Ps00000l54frIAA,003Ps00000frkO0IAI,387,156
Diaconate Office,True,,,2018-07-01,Any All,True,Diaconate Office,001Ps00000l54frIAA,003Ps00000frkQoIAI,386,156
Coordinator of Hispanic Ministry,True,,,2020-09-10,Any All,True,Coordinator of Hispanic Ministry,001Ps00000l54frIAA,003Ps00000frlcmIAA,384,156
Director of Pastoral Ministries,True,,2016-01-01,,Any All,True,Director of Pastoral Ministries,001Ps00000l54frIAA,003Ps00000frjOgIAI,383,156
Archbishop,True,,2013-01-29,,Any All,True,Archbishop,001Ps00000l54frIAA,003Ps00000frjNOIAY,382,156
"Instructional Judge, Tribunal",True,,2017-07-01,2021-11-30,Any All,True,"Instructional Judge, Tribunal",001Ps00000l54frIAA,,381,156
Director of Vocations,True,,2014-07-01,2022-06-30,Any All,True,Director of Vocations,001Ps00000l54frIAA,003Ps00000frkZyIAI,380,156
Vicar for Clergy,True,Full Time,2015-07-01,2024-06-30,Any All,True,Vicar for Clergy,001Ps00000l54frIAA,003Ps00000frkfyIAA,379,156
Moderator of the Curia,True,,2013-07-01,2024-12-10,Any All,True,Moderator of the Curia,001Ps00000l54frIAA,003Ps00000frjjJIAQ,378,156
Vicar General,True,,2013-07-01,2024-12-31,Any All,True,Vicar General,001Ps00000l54frIAA,003Ps00000frjjJIAQ,377,156
Adjutant Judicial Vicar,True,,,2019-06-30,Any All,True,Adjutant Judicial Vicar,001Ps00000l54frIAA,003Ps00000frkOQIAY,376,156
"Director, Office of Divine Worship",True,,2017-07-01,,Any All,True,"Director, Office of Divine Worship",001Ps00000l54frIAA,003Ps00000frjsfIAA,375,156
Deacon,True,,2018-03-19,2018-07-31,Pastoral Assignment,True,Deacon,001Ps00000l5CURIA2,003Ps00000frkimIAA,374,156
Deacon,True,,2018-03-19,2020-07-30,Pastoral Assignment,True,Deacon,001Ps00000l54gYIAQ,003Ps00000frkR7IAI,373,156
Diaconate Director,True,,2014-09-29,,Any All,True,Diaconate Director,001Ps00000l54frIAA,003Ps00000frjoHIAQ,372,156
In Residence,True,,2018-03-01,2018-09-30,Any All,True,In Residence,001Ps00000l5CUPIA2,003Ps00000frjyyIAA,370,156
Parochial Vicar,False,,2014-08-26,2018-03-01,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CU3IAM,003Ps00000frjn5IAA,369,156
Parochial Vicar,False,,2018-03-01,,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CU3IAM,003Ps00000frklgIAA,368,156
In Residence,True,,2017-07-01,2018-06-30,Any All,True,In Residence,001Ps00000l5CUSIA2,003Ps00000frjsfIAA,367,156
Chaplain,False,,,2019-11-01,Pastoral Assignment,True,Chaplain,001Ps00000l5WQqIAM,003Ps00000frjiIIAQ,360,156
Chaplain,True,,2014-07-01,2020-06-30,Pastoral Assignment,True,Chaplain,001Ps00000l5WQpIAM,003Ps00000frkaDIAQ,359,156
Chaplain,False,,2014-07-01,2020-06-30,Pastoral Assignment,True,Chaplain,001Ps00000l5WQoIAM,003Ps00000frkCBIAY,357,156
Parochial Vicar,False,,,2022-05-31,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5WQoIAM,003Ps00000frktHIAQ,356,156
Director & Chaplain,False,Full Time,2017-07-01,2023-12-31,Any All,True,Director & Chaplain,001Ps00000l5WQnIAM,003Ps00000frk7zIAA,355,156
Pastor,True,,2013-07-01,2019-06-30,Pastoral Assignment,True,Pastor,001Ps00000l54h5IAA,003Ps00000frjH6IAI,353,156
Administrator,True,,,2019-06-30,Pastoral Assignment,True,Administrator,001Ps00000l54gmIAA,,352,156
Administrator,True,,,2019-06-30,Pastoral Assignment,True,Administrator,001Ps00000l5CVCIA2,,351,156
Pastor,True,,2013-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l54h7IAA,003Ps00000frjNPIAY,350,156
Pastor,False,,2016-07-01,2024-08-14,Pastoral Assignment,True,Pastor,001Ps00000l54gQIAQ,003Ps00000frkIlIAI,349,156
Pastor,True,,2010-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l54h8IAA,003Ps00000frjsWIAQ,348,156
Parochial Vicar,True,,2017-12-01,,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54h4IAA,003Ps00000frjzBIAQ,347,156
Parochial Vicar,False,,2018-01-01,2019-01-26,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CU0IAM,003Ps00000frjqGIAQ,346,156
Parochial Vicar,True,,2015-07-01,2018-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CVBIA2,003Ps00000frjwgIAA,344,156
Pastor,True,,2013-07-01,2019-06-30,Pastoral Assignment,True,Pastor,001Ps00000l5CVBIA2,003Ps00000frjH6IAI,343,156
Pastor,True,Full Time,2015-07-01,2023-06-30,Pastoral Assignment,True,Pastor,001Ps00000l5CVAIA2,003Ps00000frjvYIAQ,342,156
Administrator,True,,2016-07-01,2018-06-30,Pastoral Assignment,True,Administrator,001Ps00000l5CV7IAM,003Ps00000frkXmIAI,341,156
Pastor,True,,2017-07-01,2022-06-30,Pastoral Assignment,True,Pastor,001Ps00000l5CV5IAM,003Ps00000frllYIAQ,340,156
Pastor,True,,2005-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CV4IAM,003Ps00000frkfxIAA,339,156
Administrator,True,,,2020-10-05,Pastoral Assignment,True,Administrator,001Ps00000l54geIAA,003Ps00000frkiNIAQ,338,156
In Residence,True,,2017-07-01,2018-06-30,Any All,True,In Residence,001Ps00000l5CV2IAM,,334,156
Pastor,True,,2014-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CV2IAM,003Ps00000frk0cIAA,333,156
Deacon,True,,2002-12-23,2024-05-17,Pastoral Assignment,True,Deacon,001Ps00000l54gZIAQ,003Ps00000frjqyIAA,332,156
Pastor,True,,2014-07-01,2023-06-30,Pastoral Assignment,True,Pastor,001Ps00000l54gZIAQ,003Ps00000frjw8IAA,331,156
Pastor,True,,2014-07-01,2023-06-30,Pastoral Assignment,True,Pastor,001Ps00000l5CV1IAM,003Ps00000frjw8IAA,330,156
Pastor,True,,2017-07-01,2024-06-30,Pastoral Assignment,True,Pastor,001Ps00000l5CV0IAM,,329,156
Administrator,True,,2013-07-01,2020-06-30,Pastoral Assignment,True,Administrator,001Ps00000l5CUzIAM,003Ps00000frkFiIAI,328,156
Parochial Vicar,True,,2017-07-01,2019-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54hIIAQ,,327,156
Pastor,True,,2017-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l54hIIAQ,003Ps00000frjRzIAI,326,156
Parochial Vicar,True,,2017-07-01,2019-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CUyIAM,,325,156
Pastor,True,,2017-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CUyIAM,003Ps00000frjRzIAI,324,156
Administrator,True,,2016-07-01,2018-06-30,Pastoral Assignment,True,Administrator,001Ps00000l5CUwIAM,003Ps00000frjxmIAA,323,156
Administrator,True,,,2018-07-01,Pastoral Assignment,True,Administrator,001Ps00000l5CUuIAM,003Ps00000frjKDIAY,321,156
Administrator,True,,2015-10-23,2018-06-30,Pastoral Assignment,True,Administrator,001Ps00000l5CUsIAM,003Ps00000frk16IAA,320,156
Administrator,True,,2016-07-01,2022-06-30,Pastoral Assignment,True,Administrator,001Ps00000l5CUrIAM,003Ps00000frkm9IAA,319,156
In Residence,True,,2013-10-01,,Any All,True,In Residence,001Ps00000l5CUqIAM,003Ps00000frlYIIAY,318,156
Administrator,True,,2013-07-01,2020-06-30,Pastoral Assignment,True,Administrator,001Ps00000l5CUqIAM,003Ps00000frkFiIAI,317,156
Parochial Vicar,True,,2017-07-01,2018-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CUpIAM,003Ps00000frlckIAA,316,156
Pastor,True,,2016-07-01,2018-06-30,Pastoral Assignment,True,Pastor,001Ps00000l5CUpIAM,,315,156
Administrator,True,,2016-08-01,2020-06-30,Pastoral Assignment,True,Administrator,001Ps00000l54gSIAQ,003Ps00000frjwvIAA,314,156
Administrator,True,,2016-08-01,2020-06-30,Pastoral Assignment,True,Administrator,001Ps00000l5CUoIAM,003Ps00000frjwvIAA,313,156
Pastor,True,Full Time,2010-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CUmIAM,003Ps00000frjsWIAQ,312,156
Pastor,True,,2017-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l54hFIAQ,003Ps00000frjRzIAI,311,156
Pastor,True,,2017-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l54h9IAA,003Ps00000frjRzIAI,310,156
Pastor,True,,2016-07-01,2022-06-30,Pastoral Assignment,True,Pastor,001Ps00000l5CUlIAM,003Ps00000frjkZIAQ,309,156
Pastor,True,,2003-07-01,2018-06-30,Pastoral Assignment,True,Pastor,001Ps00000l5CUjIAM,003Ps00000frk1DIAQ,308,156
Parochial Vicar,True,,2016-12-01,2018-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CUiIAM,,307,156
Pastor,True,Full Time,2014-07-01,2023-06-30,Pastoral Assignment,True,Pastor,001Ps00000l5CUiIAM,003Ps00000frkRaIAI,306,156
Pastor,True,,2006-07-05,,Pastoral Assignment,True,Pastor,001Ps00000l5CUhIAM,003Ps00000frkfvIAA,305,156
Pastor,True,,2009-07-01,2021-06-30,Pastoral Assignment,True,Pastor,001Ps00000l5CUgIAM,,304,156
Pastor,True,,2014-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CUfIAM,003Ps00000frjrCIAQ,303,156
Pastor,True,,2017-07-01,2024-06-30,Pastoral Assignment,True,Pastor,001Ps00000l5CUdIAM,,302,156
Pastor,True,,2016-09-02,2019-02-18,Pastoral Assignment,True,Pastor,001Ps00000l5CUbIAM,003Ps00000frjX0IAI,301,156
Pastor,True,,2014-07-01,2023-06-30,Pastoral Assignment,True,Pastor,001Ps00000l5CUaIAM,003Ps00000frjiOIAQ,300,156
Pastor,True,,2017-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l54gdIAA,003Ps00000frldGIAQ,299,156
Pastor,True,Full Time,2017-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CUYIA2,003Ps00000frldGIAQ,298,156
Administrator,True,Full Time,2010-07-01,2023-06-30,Pastoral Assignment,True,Administrator,001Ps00000l5CUZIA2,,297,156
Pastor,True,,2014-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CTtIAM,,296,156
Pastor,True,,2017-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l54gnIAA,003Ps00000frjH4IAI,295,156
Pastor,True,,2017-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CTsIAM,003Ps00000frjH4IAI,294,156
Administrator,True,,2016-07-01,2018-06-30,Pastoral Assignment,True,Administrator,001Ps00000l5CTrIAM,003Ps00000frklyIAA,293,156
Parochial Vicar,True,,2019-07-01,2021-03-01,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54hPIAQ,003Ps00000frlYUIAY,292,156
Parochial Vicar,True,,,2019-02-28,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5WNaIAM,003Ps00000frlYUIAY,291,156
Pastor,True,,2017-07-01,2019-06-30,Pastoral Assignment,True,Pastor,001Ps00000l5WNaIAM,003Ps00000frjXDIAY,290,156
Administrator,True,,2015-07-01,2021-01-31,Pastoral Assignment,True,Administrator,001Ps00000l5CUtIAM,,289,156
Administrator,True,,2015-07-01,2021-01-31,Pastoral Assignment,True,Administrator,001Ps00000l5WNZIA2,,288,156
Administrator,True,,2016-07-01,2019-06-30,Pastoral Assignment,True,Administrator,001Ps00000l54hQIAQ,,287,156
Pastor,True,,2017-07-01,2019-06-30,Pastoral Assignment,True,Pastor,001Ps00000l54hPIAQ,003Ps00000frjXDIAY,286,156
Administrator,True,,2017-07-01,,Pastoral Assignment,True,Administrator,001Ps00000l54gxIAA,003Ps00000frjhqIAA,285,156
Administrator,True,,2017-07-01,,Pastoral Assignment,True,Administrator,001Ps00000l54hOIAQ,003Ps00000frjhqIAA,284,156
Pastor,True,,2002-07-01,2020-12-27,Pastoral Assignment,True,Pastor,001Ps00000l5CUnIAM,003Ps00000frkm4IAA,283,156
Pastor,True,,2002-07-01,2020-12-27,Pastoral Assignment,True,Pastor,001Ps00000l54hNIAQ,003Ps00000frkm4IAA,282,156
Administrator,True,,,2018-06-30,Pastoral Assignment,True,Administrator,001Ps00000l54hLIAQ,,281,156
Parochial Vicar,True,,2012-07-02,2018-08-01,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54hKIAQ,003Ps00000frknhIAA,280,156
Pastor,True,,2012-07-02,2018-06-30,Pastoral Assignment,True,Pastor,001Ps00000l54hKIAQ,003Ps00000frk0zIAA,279,156
Pastor,True,,2012-07-02,2018-06-30,Pastoral Assignment,True,Pastor,001Ps00000l54hJIAQ,003Ps00000frjtiIAA,278,156
Pastor,True,,2013-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l54hHIAQ,003Ps00000frjNPIAY,277,156
Parochial Vicar,True,,,2019-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54hGIAQ,003Ps00000frjtXIAQ,276,156
Pastor,True,,2016-07-01,2022-06-30,Pastoral Assignment,True,Pastor,001Ps00000l54hGIAQ,003Ps00000frkm9IAA,275,156
Pastor,True,,2012-07-02,2018-06-30,Pastoral Assignment,True,Pastor,001Ps00000l54hEIAQ,003Ps00000frjiCIAQ,274,156
Pastor,True,Full Time,2010-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l54hDIAQ,003Ps00000frjsWIAQ,273,156
Parochial Vicar,True,,2016-07-01,2018-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54hCIAQ,003Ps00000frkrtIAA,272,156
Pastor,True,,2012-07-02,,Pastoral Assignment,True,Pastor,001Ps00000l54hCIAQ,003Ps00000frkoEIAQ,271,156
Pastor,True,,2004-09-08,,Pastoral Assignment,True,Pastor,001Ps00000l54hBIAQ,003Ps00000frjl7IAA,270,156
Administrator,True,,2014-07-01,2018-06-30,Pastoral Assignment,True,Administrator,001Ps00000l54hMIAQ,003Ps00000frkR8IAI,269,156
Administrator,True,,2014-07-01,2018-06-30,Pastoral Assignment,True,Administrator,001Ps00000l54hAIAQ,003Ps00000frkR8IAI,268,156
Administrator,True,,2016-07-01,2019-06-30,Pastoral Assignment,True,Administrator,001Ps00000l54h6IAA,,267,156
Pastor,True,,2014-07-01,2018-06-30,Pastoral Assignment,True,Pastor,001Ps00000l54h4IAA,003Ps00000frjqgIAA,266,156
Parochial Vicar,True,,,2018-03-01,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54h2IAA,003Ps00000frjyyIAA,265,156
Pastor,True,,2009-07-01,2022-06-30,Pastoral Assignment,True,Pastor,001Ps00000l54h2IAA,003Ps00000frjl3IAA,264,156
Pastor,True,,2011-10-11,,Pastoral Assignment,True,Pastor,001Ps00000l54h1IAA,003Ps00000frldeIAA,263,156
Parochial Vicar,True,,2016-07-01,2018-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CUcIAM,,262,156
Parochial Vicar,True,,2016-07-01,2018-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54gbIAA,,261,156
Pastor,True,,2009-07-01,2022-06-30,Pastoral Assignment,True,Pastor,001Ps00000l5CUcIAM,003Ps00000frkRGIAY,260,156
Pastor,True,,2009-07-01,2022-06-30,Pastoral Assignment,True,Pastor,001Ps00000l54gbIAA,003Ps00000frkRGIAY,259,156
Parochial Vicar,True,,2016-07-01,2018-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54h0IAA,,258,156
Pastor,True,,2009-07-01,2022-06-30,Pastoral Assignment,True,Pastor,001Ps00000l54h0IAA,003Ps00000frkRGIAY,257,156
Administrator,True,,2016-07-01,2022-06-30,Pastoral Assignment,True,Administrator,001Ps00000l54gzIAA,003Ps00000frkm9IAA,256,156
Administrator,True,,2016-07-01,2018-06-30,Pastoral Assignment,True,Administrator,001Ps00000l5CUxIAM,,255,156
Administrator,True,,2016-07-01,2018-06-30,Pastoral Assignment,True,Administrator,001Ps00000l54gwIAA,,254,156
Pastor,True,Full Time,2011-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CV6IAM,003Ps00000frklyIAA,253,156
Administrator,True,,2014-07-01,2018-06-30,Pastoral Assignment,True,Administrator,001Ps00000l54gvIAA,003Ps00000frjrTIAQ,252,156
Pastor,True,,2014-07-01,2023-06-30,Pastoral Assignment,True,Pastor,001Ps00000l54guIAA,003Ps00000frjiOIAQ,251,156
Pastor,True,Full Time,2017-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l54gtIAA,,248,156
Pastor,True,,2011-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l54gsIAA,003Ps00000frks7IAA,247,156
Pastor,True,,2012-07-02,,Pastoral Assignment,True,Pastor,001Ps00000l54grIAA,003Ps00000frlWzIAI,246,156
Pastor,True,Full Time,2017-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l54gqIAA,,245,156
Pastor,True,,2004-07-01,2019-06-30,Pastoral Assignment,True,Pastor,001Ps00000l54gpIAA,003Ps00000frjl2IAA,244,156
Administrator,True,,2016-07-01,2018-06-30,Pastoral Assignment,True,Administrator,001Ps00000l5CV9IAM,,243,156
Administrator,True,,2016-07-01,2018-06-30,Pastoral Assignment,True,Administrator,001Ps00000l5CUkIAM,,242,156
Administrator,True,,2016-07-01,2018-06-30,Pastoral Assignment,True,Administrator,001Ps00000l54goIAA,,241,156
