,Name,Formal_Name__c,RecordTypeId,mbfc__Church_Type__c,mbfc__Deanery__c,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,Phone,Fax,mbfc__Email__c,Website,mbfc__Mass_Times__c,mbfc__Abbreviation__c,mbfc__Religious_Suffix__c,mbfc__Type_Members__c,Description,Archdiocese_Assigns_Clergy__c,mbfc__Non_Latin__c,Disabled_Access__c,Locator_Description__c,Parent_Parish__c,mbfc__Date_Established__c,County__c,Sanctuary_Capacity__c,Religious_Secular_Order__c,Pontifical_or_Diocesan_Order__c,Archdiocesan_School_Code__c,Grades_Provided__c,Job_Id__c,Archdpdx_Migration_Id__c,mbfc__Organization_Type__c,ParentId
284,"Holy Cross Catholic School, Portland",Holy Cross Catholic School,012Ps000002fU2eIAE,,,5202 N Bowdoin St,Portland,OR,,,503-289-3010,503-286-5006,dlarsen@archdpdx.org,https://www.holycrosspdx.org/school/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x0000107tKKAAY,1912-01-01,,,,,12-PDXHCRS,PK-8,152,Schools_33,School,0017x0000107tKKAAY
285,"St. Luke Catholic School, Woodburn",St. Luke Catholic School,012Ps000002fU2eIAE,,,529 Harrison St,Woodburn,OR,,,503-981-7441,503-982-4697,stlukewoodburnoffice@gmail.com,http://www.stlukeschoolwoodburn.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x0000107tLYAAY,1903-01-01,,,,,12-WOOLUKS,PS-8,152,Schools_34,School,0017x0000107tLYAAY
286,"St. Anthony Catholic School, Tigard",St. Anthony Catholic School,012Ps000002fU2eIAE,,,12645 SW Pacific Hwy,Tigard,OR,,,503-639-4179,503-620-5117,school@satigard.org,https://www.school.satigard.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x0000107tLPAAY,,,,,,12-TIGANTS,PS-8,152,Schools_35,School,0017x0000107tLPAAY
287,"St. Francis Catholic School, Sherwood",St. Francis Catholic School,012Ps000002fU2eIAE,,,15643 SW Oregon St,Sherwood,OR,,,503-625-0497,,sbutzer@sfsherwood.org,https://stfrancissherwoodschool.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x0000107tLFAAY,,,,,,12-SHWFRAS,PK-8,152,Schools_36,School,0017x0000107tLFAAY
288,"St. Vincent de Paul Dual Language Immersion Catholic School, Salem",St. Vincent de Paul Dual Language Immersion Catholic School,012Ps000002fU2eIAE,,,1015 Columbia St NE,Salem,OR,,,503-363-1516,,st.vincent@comcast.net,https://svdpschoolsalem.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x0000107tL6AAI,1925-01-01,,,,,12-SALVINS,PS-5,152,Schools_37,School,0017x0000107tL6AAI
289,"St. Joseph Catholic School, Salem",St. Joseph Catholic School,012Ps000002fU2eIAE,,,373 Winter St NE,Salem,OR,,,503-581-2147,503-581-7271,schoolbusinessoffice@stjosephsalem.org,https://school.stjosephchurch.com/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x0000107tL5AAI,1863-01-01,,,,,12-SALJOSS,PS-8,152,Schools_38,School,0017x0000107tL5AAI
290,"Queen of Peace Catholic School, Salem",Queen of Peace Catholic School,012Ps000002fU2eIAE,,,4227 Lone Oak Road SE,Salem,OR,,,503-362-3443,,frontdesk@qpsalem.org,https://www.qpschool.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x0000107tL4AAI,1965-01-01,,,,,12-SALQOPS,PS-5,152,Schools_39,School,0017x0000107tL4AAI
291,"St. Paul Parochial School, Saint Paul",St. Paul Parochial School,012Ps000002fU2eIAE,,,PO Box 188,Saint Paul,OR,,,503-633-4622,503-633-4624,office@saintpaulparochial.org,https://www.saintpaulparochial.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,20327 Christie Street,0017x0000107tL3AAI,1843-01-01,,,,,12-SPASPAS,PS-8,152,Schools_40,School,0017x0000107tL3AAI
292,"The Madeleine School, Portland",The Madeleine School,012Ps000002fU2eIAE,,,3240 NE 23rd Avenue,Portland,OR,,,503-288-9197,503-280-1196,cglasgow@themadeleine.edu,https://themadeleine.edu/site/school/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x0000107tKiAAI,1912-01-01,,,,,12-PDXMADS,K-8,152,Schools_41,School,0017x0000107tKiAAI
293,"St. Thomas More Catholic School, Portland",St. Thomas More Catholic School,012Ps000002fU2eIAE,,,3521 SW Patton Rd,Portland,OR,,,503-222-6105,503-227-5661,stmschool@stmpdx.org,https://www.stmpdxschool.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x0000107tKuAAI,1948-01-01,,,,,12-PDXTHOS,K-8,152,Schools_42,School,0017x0000107tKuAAI
294,"St. Therese Catholic School, Portland",St. Therese Catholic School,012Ps000002fU2eIAE,,,1260 NE 132nd Ave,Portland,OR,,,503-253-9400,503-253-9571,elyoussefr@stthereseschool.org,https://www.stthereseschool.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x0000107tKtAAI,,,,,,12-PDXTHES,PS-8,152,Schools_43,School,0017x0000107tKtAAI
295,"St. Pius X Catholic School, Portland",St. Pius X Catholic School,012Ps000002fU2eIAE,,,1260 NW Saltzman Rd,Portland,OR,,,503-644-3244,,admissions@stpius.org,https://www.stpiuspanthers.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x0000107tKnAAI,1960-01-01,,,,,12-PDXPIUS,PS-8,152,Schools_44,School,0017x0000107tKnAAI
296,"Holy Family Catholic School, Portland",Holy Family Catholic School,012Ps000002fU2eIAE,,,7425 SE César E Chávez Blvd,Portland,OR,,,503-774-8871,503-774-8872,office@holyfamilypdx.org,https://school.holyfamilyportland.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x0000107tKLAAY,1948-01-01,,,,,12-PDXHFAS,PS-8,152,Schools_45,School,0017x0000107tKLAAY
297,"Holy Redeemer Catholic School, Portland",Holy Redeemer Catholic School,012Ps000002fU2eIAE,,,127 N Rosa Parks Way,Portland,OR,,,503-283-5197,503-283-9479,lhauck@holyredeemerpdx.org,http://school.holyredeemerpdx.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x0000107tKMAAY,1908-01-01,,,,,12-PDXHRES,PS-8,152,Schools_46,School,0017x0000107tKMAAY
298,"St. Agatha Catholic School, Portland",St. Agatha Catholic School,012Ps000002fU2eIAE,,,7960 SE 15th Ave,Portland,OR,,,503-234-5500,503-232-7240,info@stagatha.us,https://www.stagathaschoolpdx.us/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x0000107tKTAAY,1911-01-01,,,,,12-PDXAGAS,PS-8,152,Schools_47,School,0017x0000107tKTAAY
299,"St. Andrew Nativity School, Portland",St. Andrew Nativity School,012Ps000002fU2eIAE,,,PO Box 11127,Portland,OR,,,503-335-9600,503-335-9494,info@nativityportland.org,http://www.nativityportland.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,4925 NE 9th Ave,,2001-01-01,,,,,12-PDXANDS,6-8,152,Schools_48,School,
300,"St. Clare School, Portland",St. Clare School,012Ps000002fU2eIAE,,,1807 SW Freeman St,Portland,OR,,,503-244-7600,503-293-2076,info@stclarepdx.org,https://www.stclarepdx.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x0000107tKZAAY,1914-01-01,,,,,12-PDXCLAS,K-8,152,Schools_49,School,0017x0000107tKZAAY
301,"St. Ignatius School, Portland",St. Ignatius School,012Ps000002fU2eIAE,,,3330 SE 43rd Ave,Portland,OR,,,503-774-5533,503-788-1134,school@sipdx.org,http://www.sispdx.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x0000107tKcAAI,1908-01-01,,,,,12-PDXIGNS,PS-8,152,Schools_50,School,0017x0000107tKcAAI
302,"St. John Fisher School, Portland",St. John Fisher School,012Ps000002fU2eIAE,,,4581 SW Nevada St,Portland,OR,,,503-246-3234,503-246-4117,mwasman@sjfschool.org,http://sjfschool.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x0000107tKeAAI,,,,,,12-PDXJOHS,K-8,152,Schools_51,School,0017x0000107tKeAAI
303,"Regis St. Mary Catholic School, Stayton",Regis St. Mary Catholic School,012Ps000002fU2eIAE,,,1066 N Sixth Ave,Stayton,OR,,,503-769-2718,503-769-0560,office@stmarystayton.org,https://regisstmary.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,St. Mary Campus (K-8),,1929-01-01,,,,,12-STAMRYS,PS-8,152,Schools_52,School,
304,"Franciscan Montessori Earth School, Portland",Franciscan Montessori Earth School,012Ps000002fU2eIAE,,,14750 SE Clinton St,Portland,OR,,,503-760-8220,800-967-1502,info@fmes.org,https://fmes.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,False,False,False,,,1977-01-01,,,,,12-PDXFMES,Ungraded,152,Schools_53,School,
305,"Carmelite House of Studies, Mount Angel",Carmelite House of Studies,012Ps000002fU2eIAE,,,PO Box 260,Mount Angel,OR,,,503-902-1120,,,https://admin.discalcedcarmelitefriars.com/communities/studies.php,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,False,False,False,300 Humpert Ln,,1999-01-01,,,,,,,152,Schools_54,School,
306,"Felix Rougier House of Studies, Mount Angel",Felix Rougier House of Studies,012Ps000002fU2eIAE,,,PO Box 499,Saint Benedict,OR,,,503-845-1181,,rougierhos@gmail.com,https://www.facebook.com/rougierhouseofstudies/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,False,False,False,585 E College St,,1998-01-01,,,,,,,152,Schools_55,School,
307,"University of Portland, Portland",University of Portland,012Ps000002fU2eIAE,,,5000 N Willamette Blvd,Portland,OR,,,503-943-8000,,webmaster@up.edu,https://www.up.edu/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,False,False,False,,,1901-01-01,,,,,,,152,Schools_56,School,
308,"Mount Angel Seminary, Mount Angel",Mount Angel Seminary,012Ps000002fU2eIAE,,,1 Abbey Dr,Saint Benedict,OR,,,503-845-3951,503-845-3128,seminaryinfo@mtangel.edu,https://www.mountangelabbey.org/seminary/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,False,False,False,,,1889-01-01,,,,,,,152,Schools_57,School,
309,"Resurrection Catholic Parish School, Tualatin",Resurrection Catholic Parish School,012Ps000002fU2eIAE,,,21060 SW Stafford Rd,Tualatin,OR,,,503-638-8869,,schooloffice@rcparish.org,https://www.resurrectioncatholicprimary.com/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x0000107tLRAAY,,,,,,12-WEESRES,PK-5,152,Schools_58,School,0017x0000107tLRAAY
328,"OSU Newman Center, Corvallis",OSU Newman Center,012Ps000002fU2eIAE,,,2127 NW Monroe Ave,Corvallis,OR,97330,,541-752-6818,,info@osunewman.org,http://www.osunewman.org/,"<p><strong>Mass (During Academic Year)</strong></p><p>Tuesday 5:00 pm<br>Thursday 8:00 pm<br>Sunday 7:00 pm (College Student Mass at St. Mary)</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Wednesday 4:00–6:00 pm (St. Mary)<br>Thursday 6:00–7:45 pm (Newman Center, during academic year)<br>Saturday 3:00–4:30 pm (St. Mary)<br>Sunday/Domingo Noon (St. Mary)(Español)</p><p><br></p><p><strong>Adoration</strong></p><p>Thursday 9:00 am–7:30 pm during academic year<br>Daily 24 hr (St. Mary, key code required)</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,False,False,False,,,,,,,,,,152,NewmanCenters_1,,
329,"St. Thomas More (UO) Newman Center, Eugene",St. Thomas More (UO) Newman Center,012Ps000002fU2eIAE,,,1850 Emerald St,Eugene,OR,97403,,541-343-7021,541-686-8028,secretary@uonewman.org,http://www.uonewman.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm<br>Sunday 9:00 am, 11:00 am, 7:30 pm (student Mass)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tuesday-Friday 5:15 pm</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 4:00–4:45 pm<br>or by appointment</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,False,False,False,,,1915-01-01,,,,,,,152,NewmanCenters_2,,
330,"Walsh Memorial (SOU) Newman Center at Our Lady of the Mountain Church, Ashland",Walsh Memorial (SOU) Newman Center at Our Lady of the Mountain Church,012Ps000002fU2eIAE,,,987 Hillview Dr,Ashland,OR,97520,,541-708-8503,,emillenheft@archdpdx.org,https://ourladymt.org/the-newman-center,<p><strong>Sunday Mass</strong></p><p>5:00 pm <br>9:30 am <br>12:00 pm Spanish<br>5:00 pm</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tues: Noon<br>Wed: 8:30 am<br>Thurs: Noon<br>Fri: 8:30 am</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,,,,,,,,,152,NewmanCenters_3,,
331,"PDX (PSU) Newman Center, Portland",PDX (PSU) Newman Center,012Ps000002fU2eIAE,,,424 SW Mill St,Portland,OR,97201,,503-241-4281,,collegeministry@stmichaelportland.org,http://pdxcatholic.org/,"<p><strong>Weekend Mass</strong></p><p>Sunday 7:00 pm at St. Patrick Parish, NW 19th and Savier</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Thursday 4:30 pm</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Sunday 6:03 pm at St. Patrick Parish, NW 19th and Savier</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,False,False,False,,,,,,,,,,152,NewmanCenters_4,,
